term,count,level,name
GO:0140337,5,4,diacylglyceride transfer activity
GO:0106141,5,5,flavin prenyltransferase activity
GO:0102057,5,4,jasmonoyl-valine synthetase activity
GO:0033729,5,5,anthocyanidin reductase activity
GO:0034649,5,4,histone demethylase activity (H3-monomethyl-K4 specific)
GO:0050380,5,6,undecaprenyl-diphosphatase activity
GO:0019113,5,5,limonene monooxygenase activity
GO:0047940,5,5,glucuronokinase activity
GO:0042012,5,5,interleukin-16 receptor activity
GO:0050373,5,5,UDP-arabinose 4-epimerase activity
GO:0080109,5,6,indole-3-acetonitrile nitrile hydratase activity
GO:0000402,5,7,crossed form four-way junction DNA binding
GO:0086083,5,5,cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication
GO:0009389,5,4,dimethyl sulfoxide reductase activity
GO:0004900,5,5,erythropoietin receptor activity
GO:0010844,5,5,recombination hotspot binding
GO:0044549,5,4,GTP cyclohydrolase binding
GO:0042011,5,4,interleukin-16 binding
GO:0047395,5,6,glycerophosphoinositol glycerophosphodiesterase activity
GO:0050341,5,5,thymine dioxygenase activity
GO:0008710,5,5,8-amino-7-oxononanoate synthase activity
GO:0036105,5,7,peroxisome membrane class-1 targeting sequence binding
GO:0003914,5,4,DNA (6-4) photolyase activity
GO:0047407,5,5,ADP-ribosyl-[dinitrogen reductase] hydrolase activity
GO:0047962,5,5,glycine N-benzoyltransferase activity
GO:0015506,5,5,nucleoside:proton symporter activity
GO:0032358,5,7,oxidized pyrimidine DNA binding
GO:0001850,5,4,complement component C3a binding
GO:0102058,5,4,jasmonoyl-leucine synthetase activity
GO:0051912,5,4,CoB--CoM heterodisulfide reductase activity
GO:0050589,5,5,leucocyanidin oxygenase activity
GO:0102707,5,6,S-adenosyl-L-methionine:beta-alanine N-methyltransferase activity
GO:0036401,5,6,pyrokinin receptor activity
GO:0008926,5,5,mannitol-1-phosphate 5-dehydrogenase activity
GO:0016964,5,2,alpha-2 macroglobulin receptor activity
GO:0097162,5,4,MADS box domain binding
GO:0004328,5,5,formamidase activity
GO:1901707,5,3,leptomycin B binding
GO:0010348,5,6,lithium:proton antiporter activity
GO:0050583,5,5,hydrogen dehydrogenase (NADP+) activity
GO:0090409,5,5,malonyl-CoA synthetase activity
GO:0031707,5,7,endothelin A receptor binding
GO:0070002,5,5,glutamic-type peptidase activity
GO:0033961,5,5,cis-stilbene-oxide hydrolase activity
GO:0004159,5,5,dihydrouracil dehydrogenase (NAD+) activity
GO:0050479,5,5,glyceryl-ether monooxygenase activity
GO:0008987,5,4,quinolinate synthetase A activity
GO:0042900,5,7,arabinose transmembrane transporter activity
GO:0047130,5,6,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity"
GO:0047763,5,6,caffeate O-methyltransferase activity
GO:0047475,5,5,phenylacetate-CoA ligase activity
GO:1990175,5,4,EH domain binding
GO:0042498,5,4,diacyl lipopeptide binding
GO:0047215,5,6,indole-3-acetate beta-glucosyltransferase activity
GO:0033850,5,4,Z-farnesyl diphosphate synthase activity
GO:0050278,5,6,sedoheptulose-bisphosphatase activity
GO:0047701,5,5,beta-L-arabinosidase activity
GO:0005316,5,8,high-affinity inorganic phosphate:sodium symporter activity
GO:0035642,5,6,histone methyltransferase activity (H3-R17 specific)
GO:0031798,5,6,type 1 metabotropic glutamate receptor binding
GO:0031703,5,6,type 2 angiotensin receptor binding
GO:0019780,5,5,FAT10 activating enzyme activity
GO:0001092,5,3,TFIIA-class transcription factor complex binding
GO:0005118,5,4,sevenless binding
GO:0031992,5,2,energy transducer activity
GO:0062062,5,3,oligosaccharyltransferase complex binding
GO:0009784,5,5,transmembrane receptor histidine kinase activity
GO:0004380,5,4,glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase activity
GO:0050314,5,4,sym-norspermidine synthase activity
GO:1904492,5,4,Ac-Asp-Glu binding
GO:0052926,5,7,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0106138,5,3,Sec61 translocon complex binding
GO:0070337,5,6,3'-flap-structured DNA binding
GO:0047110,5,5,phenylglyoxylate dehydrogenase (acylating) activity
GO:0008507,5,6,sodium:iodide symporter activity
GO:0004043,5,5,L-aminoadipate-semialdehyde dehydrogenase activity
GO:0071913,5,6,citrate secondary active transmembrane transporter activity
GO:1990147,5,4,talin binding
GO:0001962,5,6,"alpha-1,3-galactosyltransferase activity"
GO:0016495,5,6,C-X3-C chemokine receptor activity
GO:0061503,5,4,tRNA threonylcarbamoyladenosine dehydratase
GO:0080116,5,6,glucuronoxylan glucuronosyltransferase activity
GO:0045237,5,8,CXCR1 chemokine receptor binding
GO:0070043,5,6,rRNA (guanine-N7-)-methyltransferase activity
GO:0052816,5,7,long-chain acyl-CoA hydrolase activity
GO:0030755,5,6,quercetin 3-O-methyltransferase activity
GO:0008906,5,5,inosine kinase activity
GO:0036004,5,4,GAF domain binding
GO:0102053,5,4,(-)-jasmonoyl-isoleucine synthetase activity
GO:0047036,5,5,codeinone reductase (NADPH) activity
GO:0050378,5,5,UDP-glucuronate 4-epimerase activity
GO:0043765,5,5,T/G mismatch-specific endonuclease activity
GO:0070041,5,6,rRNA (uridine-C5-)-methyltransferase activity
GO:0070123,5,7,"transforming growth factor beta receptor activity, type III"
GO:0043821,5,5,propionyl-CoA:succinate CoA-transferase activity
GO:0050207,5,4,plasmanylethanolamine desaturase activity
GO:0044508,5,5,glucagon-like peptide 1 receptor activity
GO:0043919,4,4,agmatine aminopropyltransferase activity
GO:0050561,4,5,glutamate-tRNA(Gln) ligase activity
GO:0008776,4,5,acetate kinase activity
GO:0015667,4,4,site-specific DNA-methyltransferase (cytosine-N4-specific) activity
GO:0102009,4,7,proline dipeptidase activity
GO:0008709,4,5,cholate 7-alpha-dehydrogenase activity
GO:0009885,4,5,transmembrane histidine kinase cytokinin receptor activity
GO:0034257,4,5,nicotinamide riboside transmembrane transporter activity
GO:0016906,4,6,sterol 3-beta-glucosyltransferase activity
GO:0097657,4,6,"3',5'-nucleotide bisphosphate phosphatase activity"
GO:1990042,4,5,glycerol dehydrogenase [NAD(P)+] activity
GO:0035274,4,3,diphenyl phthalate binding
GO:0008915,4,5,lipid-A-disaccharide synthase activity
GO:0034041,4,4,ATPase-coupled sterol transmembrane transporter activity
GO:0008811,4,7,chloramphenicol O-acetyltransferase activity
GO:0042988,4,3,X11-like protein binding
GO:0050338,4,5,thiosulfate dehydrogenase activity
GO:0008513,4,5,secondary active organic cation transmembrane transporter activity
GO:0005364,4,6,maltose:proton symporter activity
GO:0032033,4,6,myosin II light chain binding
GO:0008734,4,6,L-aspartate oxidase activity
GO:0016519,4,5,gastric inhibitory peptide receptor activity
GO:0008812,4,4,choline dehydrogenase activity
GO:0015407,4,5,ATPase-coupled monosaccharide transmembrane transporter activity
GO:0031634,4,7,replication fork barrier binding
GO:0102099,4,5,FAD-dependent urate hydroxylase activity
GO:0016497,4,7,substance K receptor activity
GO:0052761,4,5,"exo-1,4-beta-D-glucosaminidase activity"
GO:0016170,4,5,interleukin-15 receptor binding
GO:0050570,4,5,4-hydroxythreonine-4-phosphate dehydrogenase activity
GO:0036222,4,7,XTP diphosphatase activity
GO:0019811,4,3,cocaine binding
GO:0033984,4,5,indole-3-glycerol-phosphate lyase activity
GO:0047727,4,4,isobutyryl-CoA mutase activity
GO:0032408,4,4,MutSbeta complex binding
GO:0043795,4,4,glyceraldehyde oxidoreductase activity
GO:0031249,4,3,denatured protein binding
GO:0046559,4,5,alpha-glucuronidase activity
GO:0033711,4,5,4-phosphoerythronate dehydrogenase activity
GO:0033797,4,3,selenate reductase activity
GO:0061677,4,5,2-dehydro-3-deoxy-D-gluconate aldolase activity
GO:0031739,4,6,cholecystokinin receptor binding
GO:0050736,4,6,O-malonyltransferase activity
GO:0050403,4,6,trans-zeatin O-beta-D-glucosyltransferase activity
GO:0032791,4,5,lead ion binding
GO:0140068,4,7,histone crotonyltransferase activity
GO:0034028,4,4,5-(carboxyamino)imidazole ribonucleotide synthase activity
GO:0042008,4,5,interleukin-18 receptor activity
GO:0051401,4,4,CH domain binding
GO:0050683,4,4,AF-1 domain binding
GO:0050177,4,5,phenylpyruvate decarboxylase activity
GO:0000404,4,6,heteroduplex DNA loop binding
GO:0030624,4,6,U6atac snRNA binding
GO:0016827,4,3,"hydrolase activity, acting on acid carbon-phosphorus bonds"
GO:0016084,4,6,myostimulatory hormone activity
GO:0031859,4,5,platelet activating factor receptor binding
GO:0090587,4,5,protein-phosphocysteine-glucosamine phosphotransferase system transporter activity
GO:0031896,4,6,V2 vasopressin receptor binding
GO:0018625,4,5,"naphthalene 1,2-dioxygenase activity"
GO:0004578,4,7,chitobiosyldiphosphodolichol beta-mannosyltransferase activity
GO:0044318,4,4,L-aspartate:fumarate oxidoreductase activity
GO:0015481,4,7,maltose transporting porin activity
GO:0050284,4,6,sinapate 1-glucosyltransferase activity
GO:0047886,4,5,farnesol dehydrogenase activity
GO:0031724,4,7,CXCR5 chemokine receptor binding
GO:0035715,4,6,chemokine (C-C motif) ligand 2 binding
GO:0070524,4,6,11-beta-hydroxysteroid dehydrogenase (NADP+) activity
GO:0062156,4,5,mitochondrial ATP-gated potassium channel activity
GO:1990002,4,5,"methylglyoxal reductase (NADPH-dependent, acetol producing)"
GO:0031836,4,7,neuromedin K receptor binding
GO:0080103,4,4,4-methylthiopropyl glucosinolate S-oxygenase activity
GO:0051992,4,5,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity"
GO:0052895,4,5,N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity
GO:0140064,4,6,peptide crotonyltransferase activity
GO:0038186,4,4,lithocholic acid receptor activity
GO:0032145,4,4,succinate-semialdehyde dehydrogenase binding
GO:0004078,4,4,biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity
GO:0033799,4,6,myricetin 3'-O-methyltransferase activity
GO:0070984,4,4,SET domain binding
GO:0005142,4,5,interleukin-11 receptor binding
GO:0047273,4,6,galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity
GO:0030342,4,5,"1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity"
GO:1902670,4,3,carbon dioxide binding
GO:0008880,4,5,glucuronate isomerase activity
GO:0005356,4,7,glucose:proton symporter activity
GO:0102822,4,5,quercetin 3'-O-methyltransferase activity
GO:0008742,4,5,L-ribulose-phosphate 4-epimerase activity
GO:0050129,4,5,N-formylglutamate deformylase activity
GO:0010277,4,5,chlorophyllide a oxygenase [overall] activity
GO:0098872,4,5,G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration
GO:0036382,4,5,flavin reductase (NADH) activity
GO:0004873,4,2,asialoglycoprotein receptor activity
GO:0005469,4,7,succinate:fumarate antiporter activity
GO:0050698,4,5,proteoglycan sulfotransferase activity
GO:0043544,4,3,lipoamide binding
GO:0052732,4,6,phosphoethanolamine phosphatase activity
GO:0050531,4,6,mannosyl-3-phosphoglycerate phosphatase activity
GO:0032089,4,4,NACHT domain binding
GO:0004080,4,4,biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity
GO:0010486,4,7,manganese:proton antiporter activity
GO:0050552,4,6,(4S)-limonene synthase activity
GO:0050429,4,7,calcium-dependent phospholipase C activity
GO:0070251,4,5,pristanate-CoA ligase activity
GO:0016977,4,5,chitosanase activity
GO:0062072,4,5,H3K9me3 modified histone binding
GO:0031840,4,7,type 2 neuromedin U receptor binding
GO:0035478,4,5,chylomicron binding
GO:0102799,4,5,glucosinolate glucohydrolase activity
GO:1905762,4,3,CCR4-NOT complex binding
GO:0004498,4,5,calcidiol 1-monooxygenase activity
GO:0034290,4,5,holin activity
GO:0047275,4,6,glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity
GO:0010242,4,3,oxygen evolving activity
GO:0046510,4,5,UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity
GO:0102205,4,5,cholesterol alpha-glucosyltransferase activity
GO:0002113,4,4,interleukin-33 binding
GO:0004782,4,5,sulfinoalanine decarboxylase activity
GO:0031741,4,7,type B gastrin/cholecystokinin receptor binding
GO:0016207,4,5,4-coumarate-CoA ligase activity
GO:0102955,4,5,S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity
GO:0030585,4,6,phosphoenolpyruvate carboxykinase (diphosphate) activity
GO:0030407,4,5,formimidoyltransferase activity
GO:0061693,4,5,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
GO:0090416,4,4,nicotinate transmembrane transporter activity
GO:0047465,4,5,N-acylglucosamine-6-phosphate 2-epimerase activity
GO:1905575,4,5,ganglioside GM3 binding
GO:0043906,4,5,Ala-tRNA(Pro) hydrolase activity
GO:0047220,4,4,galactosylxylosylprotein 3-beta-galactosyltransferase activity
GO:0000908,4,5,taurine dioxygenase activity
GO:0052665,4,6,tRNA (uracil-2'-O-)-methyltransferase activity
GO:0051718,4,5,"DNA (cytosine-5-)-methyltransferase activity, acting on CpG substrates"
GO:0061547,4,4,"glycogen synthase activity, transferring glucose-1-phosphate"
GO:0072571,4,4,mono-ADP-D-ribose binding
GO:0070968,4,3,pyrroloquinoline quinone binding
GO:0035100,4,3,ecdysone binding
GO:0019152,4,5,acetoin dehydrogenase activity
GO:0034602,4,6,oxoglutarate dehydrogenase (NAD+) activity
GO:0004561,4,6,alpha-N-acetylglucosaminidase activity
GO:0036458,4,4,hepatocyte growth factor binding
GO:0030196,4,5,cyanide hydratase activity
GO:0061690,4,5,lipoamidase activity
GO:0052767,4,8,"mannosyl-oligosaccharide 1,6-alpha-mannosidase activity"
GO:0043843,4,5,ADP-specific glucokinase activity
GO:0015055,4,5,secretin receptor activity
GO:0001856,4,4,complement component C5a binding
GO:0062188,4,6,"anandamide 11,12 epoxidase activity"
GO:0047651,4,5,alkylhalidase activity
GO:0035730,4,3,S-nitrosoglutathione binding
GO:0019140,4,5,inositol 3-kinase activity
GO:0046509,4,6,"1,2-diacylglycerol 3-beta-galactosyltransferase activity"
GO:0047611,4,4,acetylspermidine deacetylase activity
GO:0030409,4,6,glutamate formimidoyltransferase activity
GO:0120092,4,5,crotonyl-CoA hydratase activity
GO:0047444,4,4,N-acylneuraminate-9-phosphate synthase activity
GO:0031962,4,7,mineralocorticoid receptor binding
GO:0004490,4,5,methylglutaconyl-CoA hydratase activity
GO:0008989,4,6,rRNA (guanine-N1-)-methyltransferase activity
GO:0050571,4,5,"1,5-anhydro-D-fructose reductase activity"
GO:0140260,4,3,mitochondrial proton-transporting ATP synthase complex binding
GO:0003957,4,6,NAD(P)+ transhydrogenase (B-specific) activity
GO:0031839,4,7,type 1 neuromedin U receptor binding
GO:0005140,4,5,interleukin-9 receptor binding
GO:0031867,4,6,EP4 subtype prostaglandin E2 receptor binding
GO:0001639,4,6,PLC activating G protein-coupled glutamate receptor activity
GO:0042658,4,6,"MHC class II protein binding, via antigen binding groove"
GO:0018545,4,5,NAD(P)H nitroreductase activity
GO:0090614,4,4,5'-methylthioadenosine deaminase activity
GO:0010461,4,5,light-activated ion channel activity
GO:0050236,4,6,pyridoxine:NADP 4-dehydrogenase activity
GO:0047994,4,6,hydroxymethylglutaryl-CoA hydrolase activity
GO:0009670,4,5,triose-phosphate:phosphate antiporter activity
GO:0004410,4,5,homocitrate synthase activity
GO:0046817,4,5,chemokine receptor antagonist activity
GO:0050083,4,5,malyl-CoA lyase activity
GO:0052827,4,7,inositol pentakisphosphate phosphatase activity
GO:0045029,4,6,G protein-coupled UDP receptor activity
GO:0050138,4,5,nicotinate dehydrogenase activity
GO:0070463,4,8,tubulin-dependent ATPase activity
GO:0031713,4,6,B2 bradykinin receptor binding
GO:0140107,4,7,high-affinity potassium ion transmembrane transporter activity
GO:0050825,4,2,ice binding
GO:0015151,4,5,alpha-glucoside transmembrane transporter activity
GO:0102040,4,5,fumarate reductase (menaquinone)
GO:0008387,4,4,steroid 7-alpha-hydroxylase activity
GO:0033207,4,6,"beta-1,4-N-acetylgalactosaminyltransferase activity"
GO:0018741,4,5,alkyl sulfatase activity
GO:0047652,4,5,allantoate deiminase activity
GO:0035013,4,5,myosuppressin receptor activity
GO:0010349,4,5,L-galactose dehydrogenase activity
GO:0016905,4,6,myosin heavy chain kinase activity
GO:0047277,4,6,globoside alpha-N-acetylgalactosaminyltransferase activity
GO:0048529,4,5,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity
GO:0016752,4,5,sinapoyltransferase activity
GO:0047058,4,5,vitamin-K-epoxide reductase (warfarin-insensitive) activity
GO:0102116,4,5,laurate hydroxylase activity
GO:0008726,4,5,alkanesulfonate monooxygenase activity
GO:0036131,4,5,prostaglandin D2 11-ketoreductase activity
GO:1990846,4,4,ribonucleoside-diphosphate reductase inhibitor activity
GO:0030387,4,5,fructosamine-3-kinase activity
GO:1902122,4,4,chenodeoxycholic acid binding
GO:1905577,4,5,ganglioside GP1c binding
GO:0042912,4,5,colicin transmembrane transporter activity
GO:0033550,4,5,MAP kinase tyrosine phosphatase activity
GO:1990447,4,5,U2 snRNP binding
GO:0016753,4,6,O-sinapoyltransferase activity
GO:0050162,4,5,oxalate oxidase activity
GO:0004569,4,7,"glycoprotein endo-alpha-1,2-mannosidase activity"
GO:0004098,4,5,cerebroside-sulfatase activity
GO:0086076,4,9,gap junction channel activity involved in atrial cardiac muscle cell-AV node cell electrical coupling
GO:0005147,4,5,oncostatin-M receptor binding
GO:0019785,4,7,ISG15-specific protease activity
GO:0000234,4,6,phosphoethanolamine N-methyltransferase activity
GO:0047102,4,5,aminomuconate-semialdehyde dehydrogenase activity
GO:0034813,4,5,"benzo(a)pyrene 7,8-dioxygenase activity"
GO:0004533,4,6,exoribonuclease H activity
GO:0035716,4,6,chemokine (C-C motif) ligand 12 binding
GO:0102210,4,5,rhamnogalacturonan endolyase activity
GO:0009973,4,4,adenylyl-sulfate reductase activity
GO:0103046,4,7,alanylglutamate dipeptidase activity
GO:0090582,4,5,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity
GO:0015415,4,6,ATPase-coupled phosphate ion transmembrane transporter activity
GO:0047127,4,5,thiomorpholine-carboxylate dehydrogenase activity
GO:0031788,4,5,motilin receptor binding
GO:0015483,4,4,long-chain fatty acid transporting porin activity
GO:0015366,4,7,malate:proton symporter activity
GO:0062187,4,6,"anandamide 8,9 epoxidase activity"
GO:0043959,4,5,L-erythro-3-methylmalyl-CoA lyase activity
GO:0009385,4,3,N-acylmannosamine-6-phosphate 2-epimerase activity
